age_ka,cmcd,MgCa,BWT,d18O_sw,RSL,RSL_smooth
374.800,15.300,1.050,-0.800,-0.090,19.000,-6.500
378.700,15.500,1.290,0.900,0.150,-5.100,3.400
383.100,15.600,1.220,0.400,0.140,-3.600,-9.500
386.400,15.700,1.380,1.500,0.300,-19.800,10.000
391.600,16.000,1.110,-0.300,-0.430,53.300,22.500
394.200,16.100,1.330,1.100,-0.240,34.000,48.300
397.100,16.200,1.250,0.600,-0.470,57.400,45.400
399.700,16.300,1.320,1.100,-0.350,44.900,49.400
402.200,16.500,1.380,1.400,-0.360,45.800,42.100
406.000,16.600,1.400,1.600,-0.260,35.700,25.500
411.100,16.800,1.530,2.500,0.150,-4.900,-6.300
417.000,17.100,1.650,3.200,0.600,-49.800,-33.300
420.400,17.200,1.680,3.500,0.550,-45.300,-45.800
422.500,17.300,1.580,2.800,0.520,-42.500,-57.900
427.900,17.600,1.270,0.700,0.960,-85.800,-76.000
430.500,17.700,1.270,0.700,1.100,-99.800,-87.000
433.400,17.900,1.130,-0.200,0.850,-75.500,-82.600
436.600,18.100,1.190,0.200,0.830,-72.500,-75.100
439.100,18.200,1.340,1.200,0.870,-77.400,-73.000
441.800,18.400,1.200,0.300,0.790,-69.200,-76.300
444.900,18.500,1.270,0.700,0.920,-82.200,-68.000
448.700,18.600,1.100,-0.400,0.630,-52.700,-62.100
453.900,18.800,1.110,-0.300,0.610,-51.300,-53.100
458.700,18.900,1.200,0.300,0.650,-55.300,-50.300
461.700,19.000,1.220,0.400,0.540,-44.400,-46.500
465.700,19.100,1.250,0.600,0.500,-39.700,-25.400
466.200,19.200,1.140,-0.100,0.020,7.900,-7.800
472.400,19.500,1.030,-0.900,0.020,8.500,-7.100
475.500,19.600,1.230,0.500,0.480,-37.700,-12.900
480.800,19.800,1.230,0.500,0.190,-9.500,-10.200
488.000,19.900,1.210,0.300,-0.070,16.600,13.100
497.000,20.100,1.240,0.600,-0.220,32.200,18.900
507.000,20.200,1.280,0.800,0.020,7.900,6.600
527.400,20.500,1.390,1.600,0.300,-20.400,-20.200
536.100,20.700,1.230,0.400,0.580,-48.100,-45.500
548.700,21.000,1.310,1.000,0.780,-68.000,-50.000
561.300,21.300,1.250,0.600,0.440,-34.100,-32.400
570.500,21.400,1.240,0.500,0.050,4.900,-7.200
578.400,21.600,1.310,1.000,0.020,7.600,-3.800
584.300,21.700,1.450,2.000,0.340,-23.900,-18.200
588.700,21.800,1.490,2.200,0.480,-38.200,-39.600
589.600,21.900,1.550,2.600,0.670,-56.700,-49.800
598.200,22.100,1.570,2.700,0.650,-54.600,-42.100
598.800,22.200,1.470,2.100,0.250,-15.000,-15.700
601.900,22.300,1.260,0.600,-0.120,22.500,-5.900
602.200,22.300,1.530,2.500,0.350,-25.300,-14.900
603.500,22.400,1.640,3.200,0.520,-41.900,-19.500
604.200,22.400,1.360,1.300,0.010,8.800,-10.600
606.200,22.600,1.360,1.300,0.090,1.300,1.000
607.600,22.700,1.460,2.000,0.170,-7.100,-16.300
610.100,23.000,1.770,4.100,0.530,-43.200,-12.900
611.500,23.200,1.550,2.600,-0.020,11.700,-2.000
612.700,23.400,1.430,1.800,-0.160,25.500,11.100
614.000,23.500,1.520,2.400,0.140,-3.800,2.200
615.100,23.600,1.520,2.400,0.250,-15.100,7.900
616.400,23.800,1.300,0.900,-0.330,42.500,-10.400
618.900,24.100,1.840,4.500,0.690,-58.700,-28.600
620.100,24.200,1.630,3.100,0.800,-69.700,-84.300
625.400,24.700,1.660,3.300,1.350,-124.600,-103.600
627.100,24.800,1.320,1.100,1.260,-116.500,-115.100
631.300,25.100,1.220,0.400,1.140,-104.100,-110.600
633.500,25.300,1.300,0.900,1.210,-111.300,-92.000
637.900,25.600,1.120,-0.300,0.710,-60.500,-76.400
643.600,25.900,1.150,-0.100,0.670,-57.200,-55.900
646.400,26.100,1.110,-0.300,0.600,-50.000,-59.400
649.000,26.200,1.250,0.600,0.810,-71.000,-58.900
657.700,26.600,1.180,0.100,0.660,-55.900,-55.500
661.300,26.800,1.090,-0.500,0.500,-39.600,-46.100
670.300,27.100,1.160,0.000,0.530,-42.700,-34.900
674.500,27.200,1.180,0.100,0.320,-22.300,-22.900
682.200,27.500,1.270,0.700,0.140,-3.800,-6.000
685.300,27.700,1.270,0.700,0.020,8.100,2.700
688.300,27.800,1.330,1.100,0.060,3.700,-1.800
691.400,28.000,1.530,2.500,0.270,-17.300,-8.300
694.400,28.100,1.560,2.700,0.210,-11.300,-18.800
697.600,28.300,1.690,3.500,0.380,-27.600,-12.300
703.600,28.600,1.430,1.800,0.080,2.000,-30.800
707.300,28.700,1.710,3.600,0.770,-66.700,-26.800
711.100,28.900,1.160,0.000,0.260,-15.600,-42.100
715.000,29.000,1.170,0.000,0.540,-43.900,-38.000
718.600,29.200,1.200,0.200,0.650,-54.600,-51.200
724.500,29.500,1.270,0.700,0.650,-55.100,-55.100
727.800,29.600,1.440,1.900,0.660,-55.800,-49.400
731.200,29.800,1.500,2.300,0.470,-37.300,-45.300
734.500,29.900,1.500,2.300,0.530,-42.900,-38.300
737.800,30.100,1.390,1.500,0.450,-34.700,-43.800
741.100,30.200,1.440,1.900,0.640,-53.700,-40.400
746.800,30.600,1.090,-0.500,0.430,-32.600,-44.100
753.400,30.800,1.170,0.100,0.560,-46.000,-40.900
757.400,31.000,1.220,0.400,0.540,-44.000,-38.900
762.200,31.100,1.190,0.200,0.370,-26.800,-35.500
775.100,31.600,1.440,1.900,0.460,-35.700,-31.500
781.600,31.800,1.610,3.000,0.420,-31.900,-39.800
786.200,32.000,1.660,3.300,0.620,-51.700,-50.200
789.500,32.100,1.510,2.300,0.770,-66.900,-58.100
794.100,32.300,1.160,0.000,0.660,-55.600,-62.600
802.400,32.600,1.270,0.700,0.750,-65.400,-52.500
805.500,32.700,1.170,0.000,0.470,-36.600,-39.100
812.300,33.000,1.210,0.400,0.250,-15.300,-14.000
821.800,33.300,1.300,0.900,0.000,9.800,2.100
827.100,33.500,1.290,0.900,-0.020,11.700,-2.900
832.900,33.600,1.490,2.200,0.400,-30.400,-6.700
845.500,33.900,1.380,1.500,0.110,-1.400,2.700
851.100,34.100,1.260,0.700,-0.300,39.900,23.100
863.100,34.400,1.270,0.700,-0.210,30.700,-2.200
869.200,34.700,1.650,3.300,0.870,-77.200,-35.000
872.800,34.800,1.250,0.600,0.690,-58.600,-60.200
880.600,35.100,1.260,0.700,0.550,-44.700,-31.100
888.300,35.400,1.060,-0.700,0.000,10.000,-37.500
902.300,36.000,1.640,3.200,0.880,-77.800,-33.600
908.000,36.300,1.360,1.300,0.430,-33.100,-48.400
910.900,36.500,1.350,1.300,0.440,-34.300,-35.300
913.300,36.600,1.450,1.900,0.480,-38.400,-31.800
916.000,36.800,1.240,0.500,0.330,-22.600,-6.900
924.700,37.200,1.080,-0.500,-0.300,40.200,7.500
928.000,37.400,1.070,-0.600,0.050,4.900,19.500
932.000,37.600,1.160,0.000,-0.030,13.400,7.000
935.800,37.700,1.290,0.900,0.070,2.800,16.800
939.100,37.900,1.190,0.200,-0.240,34.400,15.200
942.200,38.000,1.460,2.000,0.020,8.300,17.700
945.300,38.200,1.440,1.900,0.000,10.500,13.400
948.200,38.300,1.450,1.900,-0.110,21.300,14.500
954.400,38.600,1.520,2.400,-0.020,11.800,-7.500
963.300,38.900,1.360,1.400,0.660,-55.800,-22.300
967.000,39.100,1.310,1.000,0.330,-23.000,-38.800
970.500,39.200,1.410,1.600,0.480,-37.700,-26.400
974.600,39.400,1.390,1.500,0.280,-18.500,-22.200
978.200,39.500,1.370,1.400,0.210,-10.600,-13.500
981.600,39.700,1.360,1.300,0.210,-11.500,-18.900
984.900,39.800,1.420,1.700,0.450,-34.600,-19.000
987.700,40.000,1.240,0.600,0.210,-10.900,-12.200
990.800,40.100,1.200,0.300,0.010,8.800,-11.000
994.000,40.300,1.570,2.700,0.410,-30.900,-13.900
999.600,40.600,1.500,2.200,0.300,-19.500,-24.700
1003.600,40.700,1.320,1.100,0.340,-23.700,-25.700
1007.700,40.900,1.300,0.900,0.440,-33.800,-23.400
1011.300,41.000,1.310,1.000,0.230,-12.800,-19.000
1014.700,41.200,1.400,1.600,0.210,-10.500,-8.400
1017.800,41.300,1.400,1.600,0.120,-1.900,-9.400
1026.800,41.800,1.560,2.600,0.260,-15.800,-21.700
1029.900,41.900,1.650,3.200,0.570,-47.200,-30.600
1032.900,42.100,1.390,1.500,0.390,-28.600,-47.100
1036.000,42.200,1.470,2.000,0.750,-65.500,-75.600
1039.000,42.400,1.760,4.000,1.430,-132.800,-95.000
1042.000,42.500,1.470,2.000,0.970,-86.600,-104.300
1045.100,42.700,1.490,2.200,1.040,-93.600,-79.400
1048.100,42.800,1.280,0.800,0.680,-58.100,-58.600
1053.900,43.100,1.310,1.000,0.340,-24.200,-37.400
1056.900,43.300,1.430,1.800,0.400,-29.900,-21.000
1059.300,43.400,1.310,1.000,0.190,-8.800,-13.400
1066.900,43.700,1.590,2.900,0.110,-1.400,0.100
1070.200,43.800,1.710,3.700,0.000,10.400,6.300
1075.600,44.000,1.750,3.900,0.000,9.800,14.200
1078.900,44.200,1.580,2.800,-0.120,22.300,9.100
1082.900,44.300,1.640,3.200,0.150,-4.800,-4.600
1091.200,44.600,1.640,3.200,0.410,-31.500,-12.500
1095.500,44.800,1.340,1.200,0.110,-1.300,-21.800
1099.200,44.900,1.540,2.500,0.430,-32.700,-4.100
1104.500,45.100,1.270,0.700,-0.120,21.900,-0.200
1107.000,45.200,1.360,1.300,0.000,10.200,12.200
1110.000,45.400,1.480,2.100,0.050,4.500,-7.200
1113.300,45.500,1.580,2.800,0.460,-36.200,-30.700
1116.600,45.700,1.590,2.900,0.710,-60.500,-46.300
1120.500,45.800,1.380,1.500,0.520,-42.100,-65.200
1124.900,46.000,1.480,2.200,1.030,-92.900,-58.600
1129.900,46.100,1.340,1.200,0.510,-40.800,-54.900
1134.600,46.300,1.400,1.600,0.410,-31.000,-26.900
1138.300,46.400,1.340,1.200,0.190,-9.000,-5.700
1144.300,46.600,1.180,0.100,-0.130,22.800,3.700
1148.400,46.700,1.380,1.400,0.130,-2.700,10.900
1152.600,46.900,1.400,1.600,-0.030,12.500,-13.700
1156.900,47.000,1.870,4.700,0.610,-50.900,-30.500
1174.500,47.800,1.860,4.600,0.630,-53.100,-44.700
1178.500,48.000,1.680,3.500,0.400,-30.200,-37.300
1182.600,48.200,1.730,3.800,0.390,-28.500,-30.600
1185.400,48.400,1.520,2.400,0.430,-33.000,-43.500
1188.600,48.500,1.600,2.900,0.790,-68.900,-49.500
1198.400,49.000,1.260,0.700,0.570,-46.700,-53.200
1208.100,49.400,1.300,0.900,0.540,-44.000,-49.300
1216.800,49.700,1.600,3.000,0.670,-57.300,-31.900
1227.500,50.000,1.500,2.300,0.040,5.600,-11.300
